batch_id,queue_row_id,attempt_label,census_street,census_city,census_state,census_zip,repair_notes,address_key,entity_name,primary_ticker,filing_date,filing_accession,geocode_review_reason,current_snapshot_fips,current_snapshot_county_name
sec_pit_0380__054,sec_pit_0380,snapshot_street_after_parser_repair,8525 TOURNAMENT DRIVE,Memphis,TN,38125,snapshot_street_check,43059 DELAWARE 39-3560171 8285 TOURNAMENT DRIVE|MEMPHIS|TN|38125,"FedEx Freight Holding Company, Inc.",FDXF,2026-05-18,0001104659-26-063207,,47157,Shelby County
sec_pit_0381__055,sec_pit_0381,parsed_original,Suite 1700,Houston,TX,77002,,SUITE 1700|HOUSTON|TX|77002,Fervo Energy Co,FRVO,2026-05-15,0001628280-26-035311,,48201,Harris County
sec_pit_0381__056,sec_pit_0381,snapshot_street_after_parser_repair,910 LOUISIANA STREET SUITE 4440,Houston,TX,77002,snapshot_street_check,SUITE 1700|HOUSTON|TX|77002,Fervo Energy Co,FRVO,2026-05-15,0001628280-26-035311,,48201,Harris County
sec_pit_0397__057,sec_pit_0397,parsed_original,"919 Milam, Suite 2100",Houston,TX,77002,,"919 MILAM, SUITE 2100|HOUSTON|TX|77002",GENESIS ENERGY LP,GEL,2012-05-04,0001193125-12-211623,,48201,Harris County
sec_pit_0397__058,sec_pit_0397,parser_repair,2100,Houston,TX,77002,,"919 MILAM, SUITE 2100|HOUSTON|TX|77002",GENESIS ENERGY LP,GEL,2012-05-04,0001193125-12-211623,,48201,Harris County
sec_pit_0397__059,sec_pit_0397,snapshot_street_after_parser_repair,"811 LOUISIANA ST, SUITE 1200",Houston,TX,77002,snapshot_street_check,"919 MILAM, SUITE 2100|HOUSTON|TX|77002",GENESIS ENERGY LP,GEL,2012-05-04,0001193125-12-211623,,48201,Harris County
sec_pit_0188__060,sec_pit_0188,parsed_original,"919 Milam, Suite 2100",Houston,TX,77002,,"919 MILAM, SUITE 2100|HOUSTON|TX|77002",GENESIS ENERGY LP,GEL,2013-02-26,0001022321-13-000017,,48201,Harris County
sec_pit_0188__061,sec_pit_0188,parser_repair,2100,Houston,TX,77002,,"919 MILAM, SUITE 2100|HOUSTON|TX|77002",GENESIS ENERGY LP,GEL,2013-02-26,0001022321-13-000017,,48201,Harris County
sec_pit_0188__062,sec_pit_0188,snapshot_street_after_parser_repair,"811 LOUISIANA ST, SUITE 1200",Houston,TX,77002,snapshot_street_check,"919 MILAM, SUITE 2100|HOUSTON|TX|77002",GENESIS ENERGY LP,GEL,2013-02-26,0001022321-13-000017,,48201,Harris County
sec_pit_0405__063,sec_pit_0405,parsed_original,200 Powell Place,Brentwood,TN,37027,,200 POWELL PLACE|BRENTWOOD|TN|37027,TRACTOR SUPPLY CO /DE/,TSCO,2013-05-06,0000916365-13-000016,,47187,Williamson County
sec_pit_0405__064,sec_pit_0405,snapshot_street_after_parser_repair,5401 VIRGINIA WAY,Brentwood,TN,37027,snapshot_street_check,200 POWELL PLACE|BRENTWOOD|TN|37027,TRACTOR SUPPLY CO /DE/,TSCO,2013-05-06,0000916365-13-000016,,47187,Williamson County
sec_pit_0196__065,sec_pit_0196,parsed_original,200 Powell Place,Brentwood,TN,37027,,200 POWELL PLACE|BRENTWOOD|TN|37027,TRACTOR SUPPLY CO /DE/,TSCO,2014-02-19,0000916365-14-000056,,47187,Williamson County
sec_pit_0196__066,sec_pit_0196,snapshot_street_after_parser_repair,5401 VIRGINIA WAY,Brentwood,TN,37027,snapshot_street_check,200 POWELL PLACE|BRENTWOOD|TN|37027,TRACTOR SUPPLY CO /DE/,TSCO,2014-02-19,0000916365-14-000056,,47187,Williamson County
