packet_rank,cms_provider_number,provider_name,state_abbr,street_address,city,zip5,raw_county,fiscal_year,review_issue,review_priority,suggested_fips,suggested_county_name,supporting_matched_provider_rows,candidate_method,candidate_confidence,review_recommendation,source_operator_review_status,beds_total,discharges_total,total_costs_usd,net_patient_revenue_usd,closeout_action,closeout_note,provider_volume_score,provider_row_id,census_candidate_fips,census_candidate_county_name,census_match_status,census_match_type,census_matched_address,census_candidate_score,census_attempt_label,census_candidate_confidence,conflicting_census_candidate_fips,census_candidate_status,census_candidate_note,production_model_rank_or_dashboard_change
326,271328,LOGAN HEALTH SHELBY,MT,640 PARK DRIVE,SHELBY,59474,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,21.0,54.0,10623357.0,10148305.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0506,271328__2023,30101,"Toole County, Montana",Match,Exact,"640 PARK DR, SHELBY, MT, 59474",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
327,451331,COON MEMORIAL HOSPITAL,TX,1411 DENVER,DALHART,79022,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,21.0,250.0,23885062.0,15080493.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0506,451331__2024,48205,"Hartley County, Texas",Match,Non_Exact,"1411 DENVER AVE, DALHART, TX, 79022",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
328,191325,LADY OF SEA HOSPTAL,LA,200 WEST 134TH PLACE,CUT OFF,70345,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,10.0,11.0,25189150.0,20770402.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0463,191325__2024,22057,"Lafourche Parish, Louisiana",Match,Exact,"200 W 134TH PL, CUT OFF, LA, 70345",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
329,061313,KIT CARSON COUNTY MEMORIAL HOSPITAL,CO,286 16TH STREET,BURLINGTON,80807,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,19.0,137.0,19771570.0,23612891.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0458,061313__2023,08063,"Kit Carson County, Colorado",Match,Exact,"286 16TH ST, BURLINGTON, CO, 80807",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
330,521302,MCHS OAKRIDGE,WI,13025 8TH STREET,OSSEO,54758,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,18.0,232.0,24561484.0,31189051.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0452,521302__2023,55121,"Trempealeau County, Wisconsin",Match,Exact,"13025 8TH ST, OSSEO, WI, 54758",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
331,021305,WRANGELL MEDICAL CENTER,AK,310 BENNETT STREET,WRANGELL,99929,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,8.0,76.0,24486395.0,14303710.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.045,021305__2023,02275,"Wrangell City and Borough, Alaska",Match,Exact,"310 BENNETT ST, WRANGELL, AK, 99929",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
332,390104,UPMC KANE,PA,4372 ROUTE 6,KANE,16735,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,18.0,236.0,22227471.0,21140606.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0434,390104__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
333,281302,PAWNEE COUNTY MEMORIAL HOSPITAL,NE,600 I STREET,PAWNEE CITY,68420,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,17.0,23.0,10492232.0,10156577.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.041,281302__2024,31133,"Pawnee County, Nebraska",Match,Exact,"600 I ST, PAWNEE CITY, NE, 68420",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
334,511304,SISTERSVILLE GENERAL HOSPITAL,WV,314 SOUTH WELLS STREET,SISTERSVILLE,26175,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,6.0,27.0,21109644.0,19181516.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0388,511304__2023,54095,"Tyler County, West Virginia",Match,Exact,"314 S WELLS ST, SISTERSVILLE, WV, 26175",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
335,061319,ST VINCENT GENERAL HOSPITAL,CO,822 WEST 4TH ST.,LEADVILLE,80461,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,8.0,85.0,20870014.0,12811591.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0384,061319__2023,08065,"Lake County, Colorado",Match,Exact,"822 W 4TH ST, LEADVILLE, CO, 80461",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
336,040156,BMH-CRITTENDEN,AR,2100 NORTH SEVENTH STREET,WEST MEMPHIS,72301,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,11.0,344.0,20812050.0,23312873.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0383,040156__2023,05035,"Crittenden County, Arkansas",Match,Exact,"2100 N 7TH ST, WEST MEMPHIS, AR, 72301",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
337,011306,TANNER MEDICAL CENTER ALABAMA  INC.,AL,1032 MAIN STREET SOUTH,WEDOWEE,36278,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,15.0,225.0,20800078.0,13263057.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0382,011306__2024,01111,"Randolph County, Alabama",Match,Non_Exact,"1032 N MAIN ST, WEDOWEE, AL, 36278",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
338,141303,WARNER HOSPITAL AND HEALTH SERVICES,IL,422 WEST WHITE STREET,CLINTON,61727,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,15.0,114.0,19409486.0,22676657.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0361,141303__2024,17039,"De Witt County, Illinois",Match,Exact,"422 W WHITE ST, CLINTON, IL, 61727",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
339,171357,HILLSBORO COMMUNITY HOSPITAL,KS,101 INDUSTRIAL BLVD,HILLSBORO,67063,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,15.0,112.0,9947074.0,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0361,171357__2023,20115,"Marion County, Kansas",Match,Non_Exact,"101 INDUSTRIAL RD, HILLSBORO, KS, 67063",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
340,191326,REEVES MEMORIAL MEDICAL CENTER,LA,401 FIRST ST.,BERNICE,71222,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,15.0,79.0,12610203.0,13564211.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0361,191326__2023,22111,"Union Parish, Louisiana",Match,Exact,"401 1ST ST, BERNICE, LA, 71222",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
341,241301,LAKEWOOD HEALTH CENTER,MN,600 MAIN AVENUE S,BAUDETTE,56623,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,15.0,108.0,18296445.0,17357299.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0361,241301__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
342,371331,DRUMRIGHT REGIONAL HOSPITAL,OK,610 WEST BYPASS,DRUMRIGHT,74030,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,15.0,169.0,11463079.0,11086747.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0361,371331__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
343,371303,ROGER MILLS MEMORIAL HOSPITAL,OK,501 SOUTH LL MALES AVENUE,CHEYENNE,73628,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,15.0,278.0,9111156.0,7804550.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0361,371303__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
344,521300,ASPIRUS EAGLE RIVER HOSPITAL,WI,201 HOSPITAL ROAD,EAGLE RIVER,54521,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,14.0,321.0,15455168.0,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0337,521300__2024,55125,"Vilas County, Wisconsin",Match,Non_Exact,"201 E HOSPITAL RD, EAGLE RIVER, WI, 54521",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
345,670134,LUMBERTON HOSPITAL LLC,TX,220 BLANCO ST,LUMBERTON,77657,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,4.0,,17979848.0,20274775.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0331,670134__2023,48199,"Hardin County, Texas",Match,Exact,"220 BLANCO ST, LUMBERTON, TX, 77657",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
346,491309,LEE COUNTY COMMUNITY HOSPITAL,VA,127 HEALTH CARE DR,PENNINGTON GAP,24277,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,12.0,223.0,10363207.0,13250952.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0289,491309__2024,51105,"Lee County, Virginia",Match,Exact,"127 HEALTH CARE DR, PENNINGTON GAP, VA, 24277",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
347,670285,KINGWOOD EMERGENCY HOSPITAL,TX,23330 HIGHWAY 59 N,KINGWOOD,77339,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,6.0,149.0,12060141.0,18835395.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0272,670285__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
348,190302,OMEGA HOSPITAL LLC,LA,2525 SEVERN AVENUE,METAIRIE,70002,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,10.0,29.0,8754948.0,4398641.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0241,190302__2023,22051,"Jefferson Parish, Louisiana",Match,Exact,"2525 SEVERN AVE, METAIRIE, LA, 70002",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
349,131308,CASCADE MEDICAL CENTER,ID,402 OLD STATE HIGHWAY,CASCADE,83611,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,8.0,28.0,7288423.0,6965576.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0193,131308__2023,16085,"Valley County, Idaho",Match,Exact,"402 OLD STATE HWY, CASCADE, ID, 83611",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
350,190779,OUR LADY OF THE LAKE ASSUMPTION COM,LA,135 HIGHWAY 402,NAPOLEONVILLE,70390,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,9114592.0,10085161.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0168,190779__2024,22007,"Assumption Parish, Louisiana",Match,Exact,"135 HWY 402, NAPOLEONVILLE, LA, 70390",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
351,191303,OUR LADY OF THE LAKE ASSUMPTION COM,LA,135 HIGHWAY 402,NAPOLEONVILLE,70390,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,841554.0,912334.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0015,191303__2023,22007,"Assumption Parish, Louisiana",Match,Exact,"135 HWY 402, NAPOLEONVILLE, LA, 70390",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
352,014006,MOUNTAIN VIEW HOSPITAL,AL,3001 SCENIC HWY,GADSEN,35904,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,014006__2023,01055,"Etowah County, Alabama",Match,Non_Exact,"3001 SCENIC HWY, GADSDEN, AL, 35904",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
353,044021,WOODRIDGE OF WEST MEMPHIS LLC,AR,600 NORTH 7TH STREET,WEST MEMPHIS,72301,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,044021__2023,05035,"Crittenden County, Arkansas",Match,Exact,"600 N 7TH ST, WEST MEMPHIS, AR, 72301",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
354,194118,MERCY BEHAVIORAL HOSPITAL,LA,2810 US HIGHWAY 71 S,LECOMPTE,71346,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,194118__2023,22079,"Rapides Parish, Louisiana",Match,Non_Exact,"2810 US HWY 71, LECOMPTE, LA, 71346",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
355,244016,PRAIRIECARE,MN,9400 ZANE AVE N,BROOKLYN PARK,55443,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,244016__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
356,264020,ROYAL OAKS HOSPITAL,MO,307 NORTH MAIN,WINDSOR,65360,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,264020__2024,29083,"Henry County, Missouri",Match,Non_Exact,"307 N MAIN ST, WINDSOR, MO, 65360",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
357,334067,NEW YORK CITY CHILDRENS PHYSCH CTR,NY,7403 COMMONWEALTH BLVD,BELLEROSE,11426,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,334067__2024,36081,"Queens County, New York",Match,Exact,"74-03 COMMONWEALTH BLVD, BELLEROSE, NY, 11426",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
358,334064,SAGAMORE CHILDRENS PSYCH CTR,NY,197 HALF HOLLOW ROAD,DIX HILLS,11746,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,334064__2024,36103,"Suffolk County, New York",Match,Exact,"197 HALF HOLLOW RD, DIX HILLS, NY, 11746",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
359,334065,WESTERN NY CHILDRENS PSYCH CTR,NY,1010 EAST AND WEST ROAD,WEST SENECA,14224,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,334065__2024,36029,"Erie County, New York",Match,Exact,"1010 E AND WEST RD, WEST SENECA, NY, 14224",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
360,364067,BLUESTONE CHILD AND ADOLESCENT PSYCH,OH,2575 S. BELVOIR BLVD,UNIVERSITY HEIGHTS,44118,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,364067__2023,39035,"Cuyahoga County, Ohio",Match,Exact,"2575 S BELVOIR BLVD, UNIVERSITY HEIGHTS, OH, 44118",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
361,364067,BLUESTONE CHILD AND ADOLESCENT PSYCH,OH,2575 S BELVOIR BLVD,UNIVERSITY HEIGHTS,44118,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,364067__2024,39035,"Cuyahoga County, Ohio",Match,Exact,"2575 S BELVOIR BLVD, UNIVERSITY HEIGHTS, OH, 44118",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
362,361991,GLENMONT,OH,4599 AVERY ROAD,HILLIARD,43026,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,361991__2023,39049,"Franklin County, Ohio",Match,Exact,"4599 AVERY RD, HILLIARD, OH, 43026",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
363,373303,THE CHILDRENS CENTER  INC.,OK,6800 NW 39TH EXPRESSWAY,BETHANY,73008,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,373303__2024,40109,"Oklahoma County, Oklahoma",Match,Exact,"6800 NW 39TH EXPY, BETHANY, OK, 73008",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
364,414003,EMMA P BRADLEY HOSPITAL,RI,1011 VETERANS MEMORIAL PARKWAY,EAST PROVIDENCE,02915,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,414003__2023,44007,"Providence County, Rhode Island",Match,Non_Exact,"1011 VETERANS MEMORIAL PKWY, RIVERSIDE, RI, 02915",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
365,433300,LIFESCAPE,SD,2501 W 26TH STREET,SIOUX FALLS,57105,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,433300__2024,46099,"Minnehaha County, South Dakota",Match,Exact,"2501 W 26TH ST, SIOUX FALLS, SD, 57105",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
366,453317,COOK CHILDREN CARE,TX,4100 W UNIVERSITY DR,PROSPER,75078,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,453317__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
367,670322,LEGENT SURGICAL HOSPITAL PLANO,TX,4100 MAPLESHADE LANE,PLANO,75093,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,670322__2023,48085,"Collin County, Texas",Match,Exact,"4100 MAPLESHADE LN, PLANO, TX, 75093",0.97,provider_original,0.93,,external_census_candidate_ready,Street-level Census exact match produced a single county candidate; stage for separate external-geocode acceptance policy.,False
368,464007,BENCHMARK BEHAVIORAL HEALTH SYSTEM I,UT,592 WEST 1350 SOUTH,WOOD CROSS,84087,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,464007__2024,49011,"Davis County, Utah",Match,Non_Exact,"592 W 1350 S, WOODS CROSS, UT, 84010",0.8,provider_original,0.84,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
369,493300,CUMBERLAND HOSPITAL LLC,VA,9407 CUMBERLAND RD,NEW KENT,23124,,2024,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,493300__2024,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
370,514011,HIGHLAND CLARKSBURG HOSPITAL INC,WV,3 HOSPITAL PLAZA,CLARKSBURG,26301,,2023,cms_county_blank,high,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,,,,,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.0,514011__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
371,400109,HOSPITAL HIMA SAN PABLO BAYAMON,PR,SANTA CRUZ # 70,BAYAMON,00959,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,424.0,4066.0,91058647.0,41700230.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,1.0,400109__2023,72021,Bayamón Muno,Match,Non_Exact,"70 CLL SANTA CRUZ, BAYAMON, PR, 00961",0.8,provider_original,0.84,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
372,110215,PIEDMONT FAYETTE HOSPITAL INC.,GA,1255 HIGHWAY 54 WEST,FAYETTEVILLE,30214,F,2024,county_text_unmatched,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,county_fips_unmatched_review_required,299.0,20478.0,405669764.0,565608718.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.9933,110215__2024,13113,"Fayette County, Georgia",Match,Non_Exact,"1255 STATE RTE 54, FAYETTEVILLE, GA, 30214",0.88,provider_original,0.89,,external_census_context_only,Census result is useful context but not strict enough for automatic external-row acceptance.,False
373,400118,DOCTOR CENTER HOSPITAL MANATI  INC.,PR,CARR. #2,MANATI,00674,,2023,cms_county_blank,medium,,,0,external_geocode_required,0.0,use provider street_address/city/state/zip with an approved geocoder or manual county review,cms_county_missing_provider_geocode_review_required,257.0,14683.0,85918519.0,110802004.0,external_geocode_required,No conservative local county candidate; use approved geocoder or manual county review.,0.7122,400118__2023,,,,,,,,,,unresolved_after_census_batch,No Census geographies address match for provider street/city/state/ZIP.,False
